INSTANCE_ID,REFERENCE_ID,level_all_num,level1_num,level2_num,level3_num,level4_num,level5_num,level6_num,level1_char,level2_char,level3_char,level4_char,level5_char,level6_char,ANCHOR_TEXT,CONTEXT_PARAGRAPH
996,2334759,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Brand et al., 2012","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
997,3859577,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Xiang et al., 2012","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
998,3604366,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Harkema et al., 2017","o Effects were found in the upper (nasal) airways following repeated exposure to 0.5-0.8 ppm ozone for up to 9 days (Harkema et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
999,3420409,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumagai et al., 2016","o Effects were found in the upper (nasal) airways following repeated exposure to 0.5-0.8 ppm ozone for up to 9 days (Harkema et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1000,3183112,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Ong et al., 2016","o Effects were found in the upper (nasal) airways following repeated exposure to 0.5-0.8 ppm ozone for up to 9 days (Harkema et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1001,3363646,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Zhu et al., 2016","§ Vitamin E (Zhu et al., 2016)"
1002,3469153,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Feng et al., 2015","§ Epidermal growth factor (EGF) receptor (Feng et al., 2015)"
1003,3363248,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Miller et al., 2016b","§ Glucocorticoids and stress hormones (Miller et al., 2016b)"
1004,3285918,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Snow et al., 2016","o Ozone exposure induced inflammation, injury, or oxidative stress in rodents of varying lifestage from adolescence to senescence (Snow et al., 2016)."
1005,3604366,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Harkema et al., 2017","o Mucous cell metaplasia indicated by increased mucosubstances, eosinophilic inflammation, Th2 cytokines, and other type 2 immune responses were seen in the upper (nasal) and lower airways (Harkema et al., 2017; Kumagai et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1006,4246370,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumagai et al., 2017","o Mucous cell metaplasia indicated by increased mucosubstances, eosinophilic inflammation, Th2 cytokines, and other type 2 immune responses were seen in the upper (nasal) and lower airways (Harkema et al., 2017; Kumagai et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1007,3420409,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumagai et al., 2016","o Mucous cell metaplasia indicated by increased mucosubstances, eosinophilic inflammation, Th2 cytokines, and other type 2 immune responses were seen in the upper (nasal) and lower airways (Harkema et al., 2017; Kumagai et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1008,3183112,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Ong et al., 2016","o Mucous cell metaplasia indicated by increased mucosubstances, eosinophilic inflammation, Th2 cytokines, and other type 2 immune responses were seen in the upper (nasal) and lower airways (Harkema et al., 2017; Kumagai et al., 2017; Kumagai et al., 2016; Ong et al., 2016)."
1009,3363646,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,Zhu et al. (2016),"o Zhu et al. (2016) found effects on Th2 cytokines, mast cell degranulation, serum IgE, and TSLP in the lower respiratory tract that were attenuated by treatment with vitamin E."
1010,2334759,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,Brand et al. (2012),o Brand et al. (2012) found dendritic cell activation and increased T cell number in specific regions of the respiratory tract.
1011,3456315,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Gordon et al., 2017b","No evidence of inflammation, injury, or oxidative stress was found in other studies involving repeated exposure to 0.1-0.5 ppm ozone (Gordon et al., 2017b; Snow et al., 2016; Feng et al., 2015; Wolkoff et al., 2012)."
1012,3285918,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Snow et al., 2016","No evidence of inflammation, injury, or oxidative stress was found in other studies involving repeated exposure to 0.1-0.5 ppm ozone (Gordon et al., 2017b; Snow et al., 2016; Feng et al., 2015; Wolkoff et al., 2012)."
1013,3469153,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Feng et al., 2015","No evidence of inflammation, injury, or oxidative stress was found in other studies involving repeated exposure to 0.1-0.5 ppm ozone (Gordon et al., 2017b; Snow et al., 2016; Feng et al., 2015; Wolkoff et al., 2012)."
1014,1319545,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Wolkoff et al., 2012","No evidence of inflammation, injury, or oxidative stress was found in other studies involving repeated exposure to 0.1-0.5 ppm ozone (Gordon et al., 2017b; Snow et al., 2016; Feng et al., 2015; Wolkoff et al., 2012)."
1015,1508492,3.1.4.4.3,3,1,4,4,3,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Epidemiologic Studies,,"U.S. EPA, 2013a","A limited number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) reported consistent evidence of ozone-related pulmonary inflammation in children without asthma (Berhane et al., 2011; Barraza-Villarreal et al., 2008). There are no recent studies in the U.S. or Canada that examine the relationship between short-term ozone exposure and pulmonary inflammation in healthy populations."
1016,749185,3.1.4.4.3,3,1,4,4,3,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Epidemiologic Studies,,"Berhane et al., 2011","A limited number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) reported consistent evidence of ozone-related pulmonary inflammation in children without asthma (Berhane et al., 2011; Barraza-Villarreal et al., 2008). There are no recent studies in the U.S. or Canada that examine the relationship between short-term ozone exposure and pulmonary inflammation in healthy populations."
1017,156254,3.1.4.4.3,3,1,4,4,3,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Epidemiologic Studies,,"Barraza-Villarreal et al., 2008","A limited number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) reported consistent evidence of ozone-related pulmonary inflammation in children without asthma (Berhane et al., 2011; Barraza-Villarreal et al., 2008). There are no recent studies in the U.S. or Canada that examine the relationship between short-term ozone exposure and pulmonary inflammation in healthy populations."
1018,1525834,3.1.4.4.3,3,1,4,4,3,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Epidemiologic Studies,,"Patel et al., 2013","Recent studies have examined pulmonary inflammation in general population studies of children (Patel et al., 2013; Salam et al., 2012), with asthma prevalence ranging from 14 to 47%. Because these studies do not directly inform the understanding of the relationship between short-term ozone exposure and pulmonary inflammation in healthy populations, they are not discussed here. However, study specific details can be found in Table 3-7 in Section 3.3.1."
1019,892376,3.1.4.4.3,3,1,4,4,3,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Epidemiologic Studies,,"Salam et al., 2012","Recent studies have examined pulmonary inflammation in general population studies of children (Patel et al., 2013; Salam et al., 2012), with asthma prevalence ranging from 14 to 47%. Because these studies do not directly inform the understanding of the relationship between short-term ozone exposure and pulmonary inflammation in healthy populations, they are not discussed here. However, study specific details can be found in Table 3-7 in Section 3.3.1."
1020,1508492,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,"U.S. EPA, 2013a","A number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) examined the association between short-term ozone exposure and ED visits for asthma. A multicity study in Canada (Stieb et al., 2009) as well as single-city studies in the U.S. and Canada (Ito et al., 2007; Villeneuve et al., 2007) provided consistent evidence that increased ozone exposure is associated with increases in asthma ED visits. The observed associations were consistently stronger in magnitude in the warm season. Ito et al. (2007) ran three separate models with varying degrees of adjustment for weather-related variables and observed associations that varied in magnitude but were consistently positive for each of the models. Additionally, the authors reported an association that was robust in copollutant models that adjusted for PM2.5, NO2, SO2, and CO."
1021,195858,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,"Stieb et al., 2009","A number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) examined the association between short-term ozone exposure and ED visits for asthma. A multicity study in Canada (Stieb et al., 2009) as well as single-city studies in the U.S. and Canada (Ito et al., 2007; Villeneuve et al., 2007) provided consistent evidence that increased ozone exposure is associated with increases in asthma ED visits. The observed associations were consistently stronger in magnitude in the warm season. Ito et al. (2007) ran three separate models with varying degrees of adjustment for weather-related variables and observed associations that varied in magnitude but were consistently positive for each of the models. Additionally, the authors reported an association that was robust in copollutant models that adjusted for PM2.5, NO2, SO2, and CO."
1022,156594,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,"Ito et al., 2007","A number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) examined the association between short-term ozone exposure and ED visits for asthma. A multicity study in Canada (Stieb et al., 2009) as well as single-city studies in the U.S. and Canada (Ito et al., 2007; Villeneuve et al., 2007) provided consistent evidence that increased ozone exposure is associated with increases in asthma ED visits. The observed associations were consistently stronger in magnitude in the warm season. Ito et al. (2007) ran three separate models with varying degrees of adjustment for weather-related variables and observed associations that varied in magnitude but were consistently positive for each of the models. Additionally, the authors reported an association that was robust in copollutant models that adjusted for PM2.5, NO2, SO2, and CO."
1023,195859,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,"Villeneuve et al., 2007","A number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) examined the association between short-term ozone exposure and ED visits for asthma. A multicity study in Canada (Stieb et al., 2009) as well as single-city studies in the U.S. and Canada (Ito et al., 2007; Villeneuve et al., 2007) provided consistent evidence that increased ozone exposure is associated with increases in asthma ED visits. The observed associations were consistently stronger in magnitude in the warm season. Ito et al. (2007) ran three separate models with varying degrees of adjustment for weather-related variables and observed associations that varied in magnitude but were consistently positive for each of the models. Additionally, the authors reported an association that was robust in copollutant models that adjusted for PM2.5, NO2, SO2, and CO."
1024,156594,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,Ito et al. (2007),"A number of studies evaluated in the 2013 Ozone ISA (U.S. EPA, 2013a) examined the association between short-term ozone exposure and ED visits for asthma. A multicity study in Canada (Stieb et al., 2009) as well as single-city studies in the U.S. and Canada (Ito et al., 2007; Villeneuve et al., 2007) provided consistent evidence that increased ozone exposure is associated with increases in asthma ED visits. The observed associations were consistently stronger in magnitude in the warm season. Ito et al. (2007) ran three separate models with varying degrees of adjustment for weather-related variables and observed associations that varied in magnitude but were consistently positive for each of the models. Additionally, the authors reported an association that was robust in copollutant models that adjusted for PM2.5, NO2, SO2, and CO."
1025,3285875,3.1.5.2,3,1,5,2,.,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Asthma Exacerbation and Associated Respiratory Effects in Populations with Asthma,Emergency Department (ED) Visits,,,"Malig et al., 2016","Recent studies continue to present consistent evidence of an association between ozone and ED visits for asthma across a number of study locations, a range of mean ozone concentrations, and a variety of study designs and exposure assignment techniques, including population-weighted monitor averages, CMAQ modeling estimates, and fusions of modeled and monitored data (Figure 3-5). Generally, the evaluated studies use an 8-hour daily max averaging time, although there are instances in which the 1-hour daily max (Malig et al., 2016) and 24-hour avg (Szyszkowicz et al., 2018; Sarnat et al., 2013) are used. The averaging time used in each study, along with other study-specific details, including air quality characteristics and select effect estimates, are highlighted in Table 3-14 in Section 3.3.1. Additionally, information on potential copollutant confounding and seasonal differences in effect estimates is presented in the Relevant Issues for Interpreting Epidemiologic Evidence section (Section 3.1.10). An overview of the recent evidence is provided below."
